Item_id,Item_title,Sponsored,Vendor,Alt_title,Promoted,Best Price,Parameters,General,EAN,Price,Currency,Has Variants,Variants,Rating,Count,Smart,Sellers Count,Total Units Sold,Total Sales Value,Item URL,Seller ID,Seller Name,Seller Url,Seller Rating,Super S
12008827000,Wielozadaniowy serum BasicLab 15 ml,True,allegro,Wielozadaniowy serum BasicLab 15 ml,False,True,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Działanie', 'values': ['wielozadaniowy'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['kartonik'], 'highlight': False}, {'name': 'Pojemność', 'values': ['15 ml'], 'highlight': False}]","[{'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Działanie', 'values': ['wielozadaniowy'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['kartonik'], 'highlight': False}, {'name': 'Pojemność', 'values': ['15 ml'], 'highlight': False}]",N/A,89.99,PLN,x,,4.84,113,True,23,36,3239.64,https://allegro.pl/oferta/12008827000,85376238,www_drogeria_pl,https://allegro.pl/uzytkownik/www_drogeria_pl,99.6,True
13411202609,"BasicLab Serum ujędrniające do twarzy z 0,5% czystych peptydów miedziowych + BasicLab Famillias 4 g pomadka ochronna do ust odżywienie i regeneracja",True,allegro,"BasicLab Serum ujędrniające do twarzy z 0,5% czystych peptydów miedziowych + BasicLab Famillias 4 g pomadka ochronna do ust odżywienie i regeneracja",True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Dojrzała'], 'highlight': False}, {'name': 'Działanie', 'values': ['przeciwstarzeniowy'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['butelka z pipetą'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}, {'name': 'Pojemność', 'values': ['30 ml'], 'highlight': False}]","[{'name': 'Typ skóry', 'values': ['Dojrzała'], 'highlight': False}, {'name': 'Działanie', 'values': ['przeciwstarzeniowy'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['butelka z pipetą'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}, {'name': 'Pojemność', 'values': ['30 ml'], 'highlight': False}]",5904639170637,269.90,PLN,x,,N/A,0,True,34,0,0.0,https://allegro.pl/oferta/13411202609,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
11749091461,BasicLab Dermocosmetics Micellis do skóry ultrawrażliwej 300 ml emulsja myjąca,False,allegro,BasicLab Dermocosmetics Micellis do skóry ultrawrażliwej 300 ml emulsja myjąca,True,False,"[{'name': 'Rodzaj', 'values': ['Emulsje'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Wrażliwa'], 'highlight': False}, {'name': 'Pojemność', 'values': ['300 ml'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}]","[{'name': 'Rodzaj', 'values': ['Emulsje'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Wrażliwa'], 'highlight': False}, {'name': 'Pojemność', 'values': ['300 ml'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}]",5904639170118,84.90,PLN,x,,4.97,430,True,25,369,31328.100000000002,https://allegro.pl/oferta/11749091461,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
13305892206,Krem nawilżający do twarzy BasicLab 0 SPF dzień i noc 75 ml,False,allegro,Krem nawilżający do twarzy BasicLab 0 SPF dzień i noc 75 ml,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Pojemność', 'values': ['75 ml'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['tubka'], 'highlight': False}]","[{'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Pojemność', 'values': ['75 ml'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['tubka'], 'highlight': False}]",5907637951307,39.90,PLN,x,,4.91,1790,True,36,346,13805.4,https://allegro.pl/oferta/13305892206,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
14249755667,Krem nawilżający do twarzy BasicLab 0 SPF dzień i noc 75 ml + Krem do rąk BasicLab 75 ml,False,allegro,Krem nawilżający do twarzy BasicLab 0 SPF dzień i noc 75 ml + Krem do rąk BasicLab 75 ml,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Pojemność', 'values': ['75 ml'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['tubka'], 'highlight': False}]","[{'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Pojemność', 'values': ['75 ml'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['tubka'], 'highlight': False}]",5907637951307,58.90,PLN,x,,N/A,0,True,36,0,0.0,https://allegro.pl/oferta/14249755667,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
13157071200,CERAMIDOWY KREM REGENERUJĄCY BOGATA KONSYSTENCJA,False,allegro,CERAMIDOWY KREM REGENERUJĄCY BOGATA KONSYSTENCJA,True,True,"[{'name': 'Rodzaj', 'values': ['dzień i noc'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Pojemność', 'values': ['50 ml'], 'highlight': False}, {'name': 'Konsystencja', 'values': ['krem'], 'highlight': False}, {'name': 'Grupa wiekowa', 'values': ['uniwersalny'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}]","[{'name': 'Rodzaj', 'values': ['dzień i noc'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Pojemność', 'values': ['50 ml'], 'highlight': False}, {'name': 'Konsystencja', 'values': ['krem'], 'highlight': False}, {'name': 'Grupa wiekowa', 'values': ['uniwersalny'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}]",N/A,97.55,PLN,x,,4.90,359,True,25,229,22338.95,https://allegro.pl/oferta/13157071200,104821627,polnarosa_pl,https://allegro.pl/uzytkownik/polnarosa_pl,99.7,True
14397841166,BasicLab Famillias Cream zimowy krem ochronny dla całej rodziny 75ml,False,allegro,BasicLab Famillias Cream zimowy krem ochronny dla całej rodziny 75ml,True,False,"[{'name': 'Rodzaj', 'values': ['na dzień'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Sucha'], 'highlight': False}, {'name': 'Pojemność', 'values': ['75 ml'], 'highlight': False}, {'name': 'Konsystencja', 'values': ['krem'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}]","[{'name': 'Rodzaj', 'values': ['na dzień'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Sucha'], 'highlight': False}, {'name': 'Pojemność', 'values': ['75 ml'], 'highlight': False}, {'name': 'Konsystencja', 'values': ['krem'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}]",5907637951192,39.90,PLN,x,,4.93,794,True,29,220,8778.0,https://allegro.pl/oferta/14397841166,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
9996253836,BasicLab Famillias 4 g pomadka ochronna do ust odżywienie i regeneracja,False,allegro,BasicLab Famillias 4 g pomadka ochronna do ust odżywienie i regeneracja,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Rodzaj', 'values': ['w sztyfcie'], 'highlight': False}, {'name': 'Efekt', 'values': ['naturalny'], 'highlight': False}, {'name': 'Właściwości', 'values': ['nawilżające', 'regenerujące'], 'highlight': False}, {'name': 'Produkt wodoodporny', 'values': ['nie'], 'highlight': False}]","[{'name': 'Rodzaj', 'values': ['w sztyfcie'], 'highlight': False}, {'name': 'Efekt', 'values': ['naturalny'], 'highlight': False}, {'name': 'Właściwości', 'values': ['nawilżające', 'regenerujące'], 'highlight': False}, {'name': 'Produkt wodoodporny', 'values': ['nie'], 'highlight': False}]",5907637951215,13.90,PLN,x,,4.90,538,True,83,216,3002.4,https://allegro.pl/oferta/9996253836,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
14116910761,2× BasicLab Famillias 4 g pomadka ochronna do ust odżywienie i regeneracja,False,allegro,2× BasicLab Famillias 4 g pomadka ochronna do ust odżywienie i regeneracja,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Rodzaj', 'values': ['pomadka'], 'highlight': False}]","[{'name': 'Rodzaj', 'values': ['pomadka'], 'highlight': False}]",5907637951215,24.90,PLN,x,,4.90,538,True,83,216,5378.4,https://allegro.pl/oferta/14116910761,69417135,Oficjalny sklep basiclab,https://allegro.pl/uzytkownik/BasicLab,99.9,True
13775558380,BasicLab Esteticus antyoksydacyjne serum regenerujące z 6% ascorbyl tetraisopalmitate 0.5% koenzymem Q10 i olejem z ogórecznika 30ml,True,allegro,BasicLab Esteticus antyoksydacyjne serum regenerujące z 6% ascorbyl tetraisopalmitate 0.5% koenzymem Q10 i olejem z ogórecznika 30ml,False,True,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Działanie', 'values': ['wielozadaniowy'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['butelka z pipetą'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}, {'name': 'Pojemność', 'values': ['30 ml'], 'highlight': False}]","[{'name': 'Typ skóry', 'values': ['Do wszystkich typów skóry'], 'highlight': False}, {'name': 'Działanie', 'values': ['wielozadaniowy'], 'highlight': False}, {'name': 'Opakowanie', 'values': ['butelka z pipetą'], 'highlight': False}, {'name': 'Wielkość', 'values': ['Produkt pełnowymiarowy'], 'highlight': False}, {'name': 'Pojemność', 'values': ['30 ml'], 'highlight': False}]",N/A,89.99,PLN,x,,4.80,142,True,28,44,3959.56,https://allegro.pl/oferta/13775558380,85376238,www_drogeria_pl,https://allegro.pl/uzytkownik/www_drogeria_pl,99.6,True
