Item_id,Item_title,Sponsored,Vendor,Alt_title,Promoted,Best Price,Parameters,General,EAN,Price,Currency,Has Variants,Variants,Rating,Count,Smart,Sellers Count,Total Units Sold,Total Sales Value,Item URL,Seller ID,Seller Name,Seller Url,Seller Rating,Super S
14640262994,Smartfon Samsung Galaxy S23 8 GB / 128 GB 5G różowy,True,allegro,Smartfon Samsung Galaxy S23 8 GB / 128 GB 5G różowy,True,True,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Przekątna ekranu', 'values': ['6.1""'], 'highlight': False}, {'name': 'Rozdzielczość aparatu tylnego', 'values': ['50 Mpx'], 'highlight': False}, {'name': 'Rozdzielczość aparatu przedniego', 'values': ['12 Mpx'], 'highlight': False}, {'name': 'Wbudowana pamięć', 'values': ['128 GB'], 'highlight': False}, {'name': 'Pamięć RAM', 'values': ['8 GB'], 'highlight': False}, {'name': 'Pojemność akumulatora', 'values': ['3900 mAh'], 'highlight': False}]","[{'name': 'Przekątna ekranu', 'values': ['6.1""'], 'highlight': False}, {'name': 'Rozdzielczość aparatu tylnego', 'values': ['50 Mpx'], 'highlight': False}, {'name': 'Rozdzielczość aparatu przedniego', 'values': ['12 Mpx'], 'highlight': False}, {'name': 'Wbudowana pamięć', 'values': ['128 GB'], 'highlight': False}, {'name': 'Pamięć RAM', 'values': ['8 GB'], 'highlight': False}, {'name': 'Pojemność akumulatora', 'values': ['3900 mAh'], 'highlight': False}]",N/A,2999.00,PLN,x,,4.95,19,True,24,7,20993.0,https://allegro.pl/oferta/14640262994,43461750,Autoryzowany dystrybutor Samsung,https://allegro.pl/uzytkownik/SmA_Samsung2,99.2,False
15049275613,Smartfon Samsung Galaxy A34 8 GB / 256 GB 5G fioletowy,True,allegro,Smartfon Samsung Galaxy A34 8 GB / 256 GB 5G fioletowy,False,True,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Przekątna ekranu', 'values': ['6.6""'], 'highlight': False}, {'name': 'Rozdzielczość aparatu tylnego', 'values': ['48 Mpx'], 'highlight': False}, {'name': 'Rozdzielczość aparatu przedniego', 'values': ['13 Mpx'], 'highlight': False}, {'name': 'Wbudowana pamięć', 'values': ['256 GB'], 'highlight': False}, {'name': 'Pamięć RAM', 'values': ['8 GB'], 'highlight': False}, {'name': 'Pojemność akumulatora', 'values': ['5000 mAh'], 'highlight': False}]","[{'name': 'Przekątna ekranu', 'values': ['6.6""'], 'highlight': False}, {'name': 'Rozdzielczość aparatu tylnego', 'values': ['48 Mpx'], 'highlight': False}, {'name': 'Rozdzielczość aparatu przedniego', 'values': ['13 Mpx'], 'highlight': False}, {'name': 'Wbudowana pamięć', 'values': ['256 GB'], 'highlight': False}, {'name': 'Pamięć RAM', 'values': ['8 GB'], 'highlight': False}, {'name': 'Pojemność akumulatora', 'values': ['5000 mAh'], 'highlight': False}]",N/A,1379.00,PLN,x,,4.95,57,True,33,54,74466.0,https://allegro.pl/oferta/15049275613,6124440,Sferis-PTR,https://allegro.pl/uzytkownik/Sferis-PTR,99.4,True
9732447644,Szkło hybrydowe 3MK do Samsung Galaxy S20 FE 1 szt.,False,allegro,Szkło hybrydowe 3MK do Samsung Galaxy S20 FE 1 szt.,True,False,"[{'name': 'Grubość szkła', 'values': ['0,16-0,3 mm'], 'highlight': False}, {'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Zestaw do aplikacji', 'values': ['tak'], 'highlight': False}]","[{'name': 'Grubość szkła', 'values': ['0,16-0,3 mm'], 'highlight': False}, {'name': 'Zestaw do aplikacji', 'values': ['tak'], 'highlight': False}]",N/A,29.00,PLN,x,"{'name': 'Kolor/Wzór', 'type': 'IMAGE', 'source': 'photo', 'variants': [{'id': 'b2584274fa154414fd657604859d8524df3de7b9f2e2796984ea9993cac685a5', 'image': {'url': 'https://a.allegroimg.com/original/113aeb/2e8fd943428dad34250e00a623fb'}, 'selected': True, 'offer': {'url': 'https://allegro.pl/oferta/szklo-hybrydowe-3mk-do-galaxy-s20-fe-flexibleglass-9732447644'}}, {'id': '4da383d6e93beed96a9c89b37bbd42526c7b6955d4fdd7001f463d4d24e9fb3b', 'image': {'url': 'https://a.allegroimg.com/original/00b372/612c0bc94c608956d2248eca7782'}, 'selected': False, 'offer': {'url': 'https://allegro.pl/oferta/szklo-hybrydowe-do-samsung-s20-fe-s20-lite-3mk-flexible-glass-lite-14974791031'}}]}",4.83,1427,True,204,171,4959.0,https://allegro.pl/oferta/9732447644,24310415,sklep-pancernik,https://allegro.pl/uzytkownik/sklep-pancernik,99.8,True
13089008169,Szkło hartowane KrainaGSM do Samsung Galaxy A34 5G 3 szt.,False,allegro,Szkło hartowane KrainaGSM do Samsung Galaxy A34 5G 3 szt.,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Typ', 'values': ['2,5D'], 'highlight': False}, {'name': 'Grubość szkła', 'values': ['0.3 mm'], 'highlight': False}, {'name': 'Przeznaczenie', 'values': ['wyświetlacz telefonu'], 'highlight': False}, {'name': 'Zestaw do aplikacji', 'values': ['tak'], 'highlight': False}]","[{'name': 'Typ', 'values': ['2,5D'], 'highlight': False}, {'name': 'Grubość szkła', 'values': ['0.3 mm'], 'highlight': False}, {'name': 'Przeznaczenie', 'values': ['wyświetlacz telefonu'], 'highlight': False}, {'name': 'Zestaw do aplikacji', 'values': ['tak'], 'highlight': False}]",5905369410871,15.00,PLN,x,,4.87,396,True,1,170,2550.0,https://allegro.pl/oferta/13089008169,9987561,krainagsm,https://allegro.pl/uzytkownik/krainagsm,99.2,True
12812256960,Pasek E-inventory do Samsung czarny,False,allegro,Pasek E-inventory do Samsung czarny,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Kolor', 'values': ['czarny'], 'highlight': False}]","[{'name': 'Kolor', 'values': ['czarny'], 'highlight': False}]",5904921150651,17.99,PLN,x,,4.86,357,True,18,171,3076.2899999999995,https://allegro.pl/oferta/12812256960,41771243,e-inventory,https://allegro.pl/uzytkownik/e-inventory,99.7,True
6045086329,Bateria do laptopów Samsung litowo-jonowa 4400 mAh Green Cell,False,allegro,Bateria do laptopów Samsung litowo-jonowa 4400 mAh Green Cell,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Pojemność (Wh)', 'values': ['49 Wh'], 'highlight': False}, {'name': 'Napięcie', 'values': ['11.1 V'], 'highlight': False}]","[{'name': 'Pojemność (Wh)', 'values': ['49 Wh'], 'highlight': False}, {'name': 'Napięcie', 'values': ['11.1 V'], 'highlight': False}]",5902701418717,99.95,PLN,x,,4.90,2108,True,101,169,16891.55,https://allegro.pl/oferta/6045086329,1818256,Swiatbaterii,https://allegro.pl/uzytkownik/Swiatbaterii,99.4,True
8141530815,Kabel zasilający Samsung 3903-001130 3 m,False,allegro,Kabel zasilający Samsung 3903-001130 3 m,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Waga produktu z opakowaniem jednostkowym', 'values': ['0.4 kg'], 'highlight': False}]","[{'name': 'Waga produktu z opakowaniem jednostkowym', 'values': ['0.4 kg'], 'highlight': False}]",5905141311440,15.00,PLN,x,,4.97,1126,True,13,168,2520.0,https://allegro.pl/oferta/8141530815,6285611,pro-sat,https://allegro.pl/uzytkownik/pro-sat,99.9,True
14129915611,Słuchawki douszne Samsung EHS64AVF,False,allegro,Słuchawki douszne Samsung EHS64AVF,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Kolor dominujący', 'values': ['czarny'], 'highlight': False}, {'name': 'Regulacja głośności', 'values': ['tak'], 'highlight': False}, {'name': 'Mikrofon', 'values': ['tak'], 'highlight': False}, {'name': 'Długość przewodu', 'values': ['1.2 m'], 'highlight': False}]","[{'name': 'Kolor dominujący', 'values': ['czarny'], 'highlight': False}, {'name': 'Regulacja głośności', 'values': ['tak'], 'highlight': False}, {'name': 'Mikrofon', 'values': ['tak'], 'highlight': False}, {'name': 'Długość przewodu', 'values': ['1.2 m'], 'highlight': False}]",14129915611651,34.90,PLN,x,,4.59,191,True,2,167,5828.3,https://allegro.pl/oferta/14129915611,44373596,telstar_sklep,https://allegro.pl/uzytkownik/telstar_sklep,99.1,True
15088818266,Smartfon Samsung Galaxy Xcover 4 2 GB / 16 GB 4G (LTE) czarny,False,allegro,Smartfon Samsung Galaxy Xcover 4 2 GB / 16 GB 4G (LTE) czarny,True,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Przekątna ekranu', 'values': ['5""'], 'highlight': False}, {'name': 'Rozdzielczość aparatu tylnego', 'values': ['13 Mpx'], 'highlight': False}, {'name': 'Rozdzielczość aparatu przedniego', 'values': ['5 Mpx'], 'highlight': False}, {'name': 'Pojemność akumulatora', 'values': ['2800 mAh'], 'highlight': False}]","[{'name': 'Przekątna ekranu', 'values': ['5""'], 'highlight': False}, {'name': 'Rozdzielczość aparatu tylnego', 'values': ['13 Mpx'], 'highlight': False}, {'name': 'Rozdzielczość aparatu przedniego', 'values': ['5 Mpx'], 'highlight': False}, {'name': 'Pojemność akumulatora', 'values': ['2800 mAh'], 'highlight': False}]",N/A,319.00,PLN,x,,4.84,2286,True,177,166,52954.0,https://allegro.pl/oferta/15088818266,50234063,CSKrakow,https://allegro.pl/uzytkownik/CSKrakow,99,True
14532654710,Smartfon Samsung Galaxy M34 6 GB / 128 GB 5G granatowy,True,allegro,Smartfon Samsung Galaxy M34 6 GB / 128 GB 5G granatowy,False,False,"[{'name': 'Stan', 'values': ['Nowy'], 'highlight': False}, {'name': 'Kolor', 'values': ['granatowy'], 'highlight': False}, {'name': 'Przekątna ekranu', 'values': ['6.5""'], 'highlight': False}, {'name': 'Wbudowana pamięć', 'values': ['128 GB'], 'highlight': False}, {'name': 'Pamięć RAM', 'values': ['6 GB'], 'highlight': False}]","[{'name': 'Kolor', 'values': ['granatowy'], 'highlight': False}, {'name': 'Przekątna ekranu', 'values': ['6.5""'], 'highlight': False}, {'name': 'Wbudowana pamięć', 'values': ['128 GB'], 'highlight': False}, {'name': 'Pamięć RAM', 'values': ['6 GB'], 'highlight': False}]",8806095360140,999.00,PLN,x,,4.95,201,True,51,380,379620.0,https://allegro.pl/oferta/14532654710,7854942,X-KOM_PL,https://allegro.pl/uzytkownik/X-KOM_PL,99.3,True
